BE No,BE Date,Job No,HAWB/HBL No,AWB/BL No.,Type Of B/E,No Of Pkgs,Unit,Invoice Number,
2860799,25-Jun-2025,IR/50534/25-26,4840717281,60738474785,SEZ-Z,1,PKG,250612742,
2860869,25-Jun-2025,IR/50535/25-26,4840717397,60738474785,SEZ-Z,7,PKG,250613293,
2825091,23-Jun-2025,IR/50536/25-26,026676,12519487845,Ex-Bond,1,PKG,"168130910, 168130911, 168130912, 168130913",
2841858,24-Jun-2025,IR/50537/25-26,SA250605305,61844011472,Home,1,PKG,ZP25-LSP17-0356,
2841860,24-Jun-2025,IR/50538/25-26,SA250605304,61844011483,Home,1,PKG,ZP24-LSP17-0249,
2849202,24-Jun-2025,IR/50539/25-26,BTI00101017,60370276791,Home,3,PKG,TR0002850304,
2846675,24-Jun-2025,IR/50540/25-26,VNO00004232,23550784834,Home,1,PKG,53535333,
3084098,05-Jul-2025,IR/50541/25-26,DEBER2186821,HDMUHAMA39544100,Home,18,PKG,65396835,
2919138,27-Jun-2025,IR/50542/25-26,,001SEXP2505120A,Home,22,PKG,129641-01-02,
2919137,27-Jun-2025,IR/50543/25-26,,001SEXP2505120,Home,22,PKG,129641-01-01,
2850358,24-Jun-2025,IR/50544/25-26,G107156,61841617844,SEZ-Z,3,PKG,6941992,
2849896,24-Jun-2025,IR/50545/25-26,G107239,61841617844,SEZ-Z,1,PKG,6941993,
2850692,24-Jun-2025,IR/50546/25-26,G107122,61841617844,SEZ-Z,3,PKG,6941986,
2850513,24-Jun-2025,IR/50547/25-26,G107081,61841617844,SEZ-Z,1,PKG,6941987,
2920451,27-Jun-2025,IR/50548/25-26,,513957698WAW,Home,43,PKG,1005806945,
2920455,27-Jun-2025,IR/50549/25-26,,514735132WAW,Home,11,PKG,1005821380,
3065491,04-Jul-2025,IR/50550/25-26,S2501074738,ONEYHAMF28598600,Home,1,PLT,15272909-1,
2866854,25-Jun-2025,IR/50551/25-26,G172595,09876921655,Home,6,PKG,5314383799,
2860977,25-Jun-2025,IR/50552/25-26,412656510,15705797551,SEZ-Z,1,PKG,MTT-158530,
2860669,25-Jun-2025,IR/50553/25-26,412656511,15705797551,SEZ-Z,1,PKG,MTT-158531,
2847062,24-Jun-2025,IR/50554/25-26,7WW983DKZ8Z,40656593736,Home,2,PKG,1005908922,
3214029,12-Jul-2025,IR/50555/25-26,HHSJ05031596,015FX18082,Home,22,PKG,AC79-00100,
2865628,25-Jun-2025,IR/50556/25-26,G160696,23509958255,Home,6,PKG,"395809010, 395809048",
3123566,08-Jul-2025,IR/50557/25-26,,514736096WAW,Home,43,PKG,1005832869,
3085262,05-Jul-2025,IR/50558/25-26,,BKK1235067,Home,8,PLT,LED0125060042,
3098881,06-Jul-2025,IR/50559/25-26,,"BKK1235299, BKK1235301",Home,110,PLT,"LED0125060043, LED25060002",
2882288,26-Jun-2025,IR/50560/25-26,G056803,21705440584,SEZ-T,1,PKG,6940565,
2872350,25-Jun-2025,IR/50561/25-26,,EGLV130500029732,In-Bond,962,CTN,"15264902-2, 15268791-1, 15270013-4, 15271108-2, 15271479-1, 15271480-1, 15272866-1",
3000463,02-Jul-2025,IR/50562/25-26,G056744,21705440584,SEZ-T,9,PKG,"6940688, 6940819",
2870236,25-Jun-2025,IR/50563/25-26,FRA27777576,17604332101,Home,127,PKG,"99-00879374, 99-00879373, 99-00879637",
2872155,25-Jun-2025,IR/50564/25-26,FRA27777577,17604331681,Home,146,PKG,"99-00879370, 99-00879638",
2870421,25-Jun-2025,IR/50565/25-26,FRA27777356,17604332090,Home,98,PKG,99-00879024,
2871570,25-Jun-2025,IR/50566/25-26,S2501155610,02024554154,Home,6,PKG,99-00879375,
3178574,10-Jul-2025,IR/50567/25-26,DEBER2179551,HDMUHAMA94390300,Home,25,PKG,65392872,
2915820,27-Jun-2025,IR/50568/25-26,S2501155609,15708419644,Home,15,PKG,99-00879371,
2871556,25-Jun-2025,IR/50569/25-26,S2501154969,15703883692,Home,250,PKG,99-00879205,
2871559,25-Jun-2025,IR/50570/25-26,S2501154970,15703883681,Home,251,PKG,99-00879204,
2900331,27-Jun-2025,IR/50571/25-26,MI25104968,17612542482,Home,1,PKG,2502001286,
3104474,07-Jul-2025,IR/50572/25-26,OH25020001,NAM7504221,Ex-Bond,891,CAS,2025/MIBV/000006,
2885385,26-Jun-2025,IR/50573/25-26,SIN20048884,16095284556,Home,2,PKG,"620367736, 620367737, 620367738, 128403-21449598, 128968-21449600, 129364-21449602, 129436-21449607, 128716-21449613",
2882931,26-Jun-2025,IR/50574/25-26,G117734,61841617844,SEZ-Z,1,PKG,6941433,
2900332,27-Jun-2025,IR/50575/25-26,,02034373824,Home,10,PKG,5314385202,
3006153,02-Jul-2025,IR/50576/25-26,,ONEYPKGF36079800,Home,724,CTN,"871745064, 871745065",
2928510,28-Jun-2025,IR/50577/25-26,EIN0229358,23571576304,Home,6,PKG,TR0002849426,
2916446,27-Jun-2025,IR/50578/25-26,,S2501117818,In-Bond,972,CTN,"15273880-1, 15273880-2, 15274982-1, 15271328-2",
2885269,26-Jun-2025,IR/50579/25-26,FRA27777575,15708445905,Home,54,PKG,99-00879376,
2900334,27-Jun-2025,IR/50580/25-26,BKKS2500280,THD1363352,Ex-Bond,"1,224",CTN,15274980-1,
2930190,28-Jun-2025,IR/50581/25-26,HAJ15859696,15702245821,Home,1,PKG,52505143,
2890223,26-Jun-2025,IR/50582/25-26,S2501154540,15703883703,Home,125,PKG,99-00879203,
3260657,15-Jul-2025,IR/50583/25-26,G107156,61841617844,SEZ-T,3,PKG,6941992,
2890219,26-Jun-2025,IR/50584/25-26,S2501154539,15703883714,Home,250,PKG,99-00879206,
3115252,07-Jul-2025,IR/50585/25-26,HHSJ05031434,015FX18033,Home,20,PKG,AC79-00077,
2982019,01-Jul-2025,IR/50586/25-26,G107081,61841617844,SEZ-T,1,PKG,6941987,
2916578,27-Jun-2025,IR/50587/25-26,G194070,22917249131,Home,9,PKG,"395812901, 395812902, 395812903",
2914203,27-Jun-2025,IR/50588/25-26,S2501164635,02032918970,Home,8,PKG,99-00879968,
3191694,11-Jul-2025,IR/50589/25-26,,S327206716,Home,25,UNT,TR0002806821,
2955465,30-Jun-2025,IR/50590/25-26,G107122,61841617844,SEZ-T,3,PKG,6941986,
2916656,27-Jun-2025,IR/50525/25-26,HAJ00020522,23530534803,Home,6,PKG,"5314383805, 65410824",
4385011,09-Sep-2025,IR/50591/25-26,G107239,61841617844,SEZ-T,1,PKG,6941993,
2982010,01-Jul-2025,IR/50592/25-26,4840717281,60738474785,SEZ-T,1,PKG,250612742,
2982012,01-Jul-2025,IR/50593/25-26,4840717397,60738474785,SEZ-T,7,PKG,250613293,
3001420,02-Jul-2025,IR/50594/25-26,412656510,15705797551,SEZ-T,1,PKG,MTT-158530,
2914197,27-Jun-2025,IR/50595/25-26,FRA27777578,17604332112,Home,3,PKG,99-00879740,
2960410,30-Jun-2025,IR/50596/25-26,ASST254286,23585829903,Home,1,PKG,1-31010,
2982014,01-Jul-2025,IR/50597/25-26,412656511,15705797551,SEZ-T,1,PKG,MTT-158531,
3116918,07-Jul-2025,IR/50598/25-26,NSA000039738,SCJUA3434597AA,Home,5,PLT,1005847191,
3018936,02-Jul-2025,IR/50599/25-26,83323813,049FX06435,Home,5,PLT,CIF/2025/0001/01,
2966690,30-Jun-2025,IR/50600/25-26,OMA91000389,02016773772,Home,1,PKG,0620392634,
2982725,01-Jul-2025,IR/50601/25-26,42J0349643,02033919093,Home,2,PKG,250618558,
3000461,02-Jul-2025,IR/50602/25-26,G117734,61841617844,SEZ-T,1,PKG,6941433,
2938218,28-Jun-2025,IR/50603/25-26,HLB55001237,02031727231,Home,1,PKG,9010147363,
2968960,30-Jun-2025,IR/50604/25-26,X6358769374,72479373291,Home,9,PKG,"0620396593, 128877-21452394, 128968-21452395, 129436-21452417, 129310-21452420, 129436-21452751, 129436-21452815",
2966693,30-Jun-2025,IR/50605/25-26,BCN00113737,60738532900,Home,2,PKG,386188383,
2994702,01-Jul-2025,IR/50606/25-26,,S2501117892,In-Bond,"2,220",CTN,"15274983-1, 15274983-2, 15275828-1",
2968288,30-Jun-2025,IR/50607/25-26,PIL18307,09877299832,Home,1,PKG,SI-0036054,
2968292,30-Jun-2025,IR/50608/25-26,11120573,02034396670,Home,1,PKG,60684,
2989419,01-Jul-2025,IR/50609/25-26,FRA27777775,17604332226,Home,4,PKG,99-00879762,
2986163,01-Jul-2025,IR/50610/25-26,STR25005340,05755721573,Home,2,PKG,TPO_80581923,
3073736,05-Jul-2025,IR/50611/25-26,G178623,61841617450,SEZ-Z,1,PKG,6943164,
3012050,02-Jul-2025,IR/50612/25-26,9414432025FI,23509325551,Home,1,PKG,4503750,
2986189,01-Jul-2025,IR/50613/25-26,7WW98344YGF,40656594134,Home,3,PKG,1005861091,
2995589,01-Jul-2025,IR/50614/25-26,,S2501117842,In-Bond,"1,490",CTN,"15274642-1, 15274767-1, 15272944-2, 15274988-1, 15275029-1, 15275113-1, 15273305-2, 15271354-2",
3032539,03-Jul-2025,IR/50615/25-26,SHAAEB27400,17612344161,Home,1,PKG,0000399024,
3073709,05-Jul-2025,IR/50616/25-26,G178684,61841617450,SEZ-Z,4,PKG,6941467,
3073705,05-Jul-2025,IR/50617/25-26,G178761,61841617450,SEZ-Z,2,PKG,6941449,
2992896,01-Jul-2025,IR/50618/25-26,S2501145699,A17FX11088,Home,2,PLT,"IV2506-0077, IV2506-0078",
3032756,03-Jul-2025,IR/50619/25-26,9414842025FI,12513617133,Home,1,PKG,4503875,
3012072,02-Jul-2025,IR/50620/25-26,G226581,22917249072,Home,8,PKG,5314390065,
3018228,02-Jul-2025,IR/50621/25-26,S2501123297,CMBNHVEWSE26809,Home,5,PLT,"15274284-1, 15274814-1, 15276371-1",
3016235,02-Jul-2025,IR/50622/25-26,,250405810246,Ex-Bond,14,PLT,100023343,
3016279,02-Jul-2025,IR/50623/25-26,,250405810436,Ex-Bond,40,PLT,100023410,
3014520,02-Jul-2025,IR/50624/25-26,G215445,15701112683,Home,5,PKG,"395815704, 395815705, 395815711, 395815712",
3014505,02-Jul-2025,IR/50625/25-26,SIN20048894,61844492615,Home,3,PKG,620407227,
3013992,02-Jul-2025,IR/50626/25-26,S2501170834,02024554165,Home,10,PKG,"99-00880206, 99-00880492, 99-00880641",
3013984,02-Jul-2025,IR/50627/25-26,FRA27777788,02032852002,Home,292,PKG,"99-00880201, 99-00880490, 99-00880200",
3014053,02-Jul-2025,IR/50628/25-26,"FRA27777768, FRA27777768","17604332123, 17604332123",Home,130,PKG,"99-00880205, 99-00880202, 99-00880286",
3103046,07-Jul-2025,IR/50629/25-26,SIN76029588,23210582655,SEZ-Z,1,PKG,6943144,
3077251,05-Jul-2025,IR/50630/25-26,FRA00023495,02032881962,Home,2,PKG,1263140 1263705,
3032407,03-Jul-2025,IR/50631/25-26,S2501170833,72479775124,Home,15,PKG,"99-00880199, 99-00880493",
3032951,03-Jul-2025,IR/50632/25-26,9414852025FI,12513617133,Home,1,PKG,4503877,
3032642,03-Jul-2025,IR/50633/25-26,9414832025FI,12513617133,Home,1,PKG,4503876,
3018221,02-Jul-2025,IR/50634/25-26,S2501117919,ONEYPKGF35341600,In-Bond,"2,140",CTN,15276983-1,
3113878,07-Jul-2025,IR/50635/25-26,HAJ00020577,72476338986,Home,1,PKG,5314388737,
3085841,05-Jul-2025,IR/50636/25-26,KYNSAG2501341,EGLV156500324550,Home,2,PKG,CI250500008,
3057613,04-Jul-2025,IR/50637/25-26,412656631,15705797400,SEZ-Z,1,PKG,MTT-158809,
3057767,04-Jul-2025,IR/50638/25-26,412656630,15705797400,SEZ-Z,1,PKG,MTT-158808,
3084967,05-Jul-2025,IR/50639/25-26,DJSE2506X101,MEDUJL155069,Home,12,PLT,PFCT25MG001,
3032401,03-Jul-2025,IR/50640/25-26,FRA27777790,17611991066,Home,91,PKG,99-00880207,
3052355,04-Jul-2025,IR/50641/25-26,G189958,17610885464,SEZ-Z,1,PKG,6875317,
3277214,15-Jul-2025,IR/50642/25-26,IDRS2500079,OOLU8899131360,In-Bond,"1,187",CAS,15275864-1,
3038209,03-Jul-2025,IR/50643/25-26,SIN20048895,17617651130,Home,1,PKG,"129310-21454192, 129364-21454194, 129436-21454195, 129597-21454210, 128377-21454215",
3071307,05-Jul-2025,IR/50644/25-26,G244907,22917249116,Home,6,PKG,"395819696, 395819703",
3219229,12-Jul-2025,IR/50645/25-26,01PEN0353013,A17FX10087,Home,4,PLT,871757803,
3073985,05-Jul-2025,IR/50646/25-26,42J0349689,02033920515,Home,1,PKG,250621151,
3062884,04-Jul-2025,IR/50647/25-26,FRA27777809,17604332134,Home,110,PKG,"99-00880489, 99-00880709, 99-00880491, 99-00880203",
3075145,05-Jul-2025,IR/50648/25-26,S2501169946,31250000053,Home,12,PKG,15279659-1,
3150266,09-Jul-2025,IR/50649/25-26,DSV1030346,60738412360,Home,1,PKG,"608328173, 617504441, 620405708, 620411649, 620411650",
3185211,10-Jul-2025,IR/50650/25-26,GXPEW25060419,HASLC01250600512,Home,5,PLT,ADSNI202518,
3076230,05-Jul-2025,IR/50651/25-26,S2501180805,02004053976,Home,22,PKG,99-00880681,
3076239,05-Jul-2025,IR/50652/25-26,S2501180803,02032919224,Home,22,PKG,99-00880682,
3116501,07-Jul-2025,IR/50653/25-26,S2501118715,045FX08159,Home,1,PLT,15274858-1,
3155249,09-Jul-2025,IR/50654/25-26,EURFL25309214NSA,KMTCSHAN692284,Ex-Bond,127,CTN,2025/MIBV/000010,
3206870,11-Jul-2025,IR/50655/25-26,83333750,KMTCJKT5196541,Home,9,PKG,CIF/2025/0002/02,
3105226,07-Jul-2025,IR/50656/25-26,FBG10324688,17604367591,Home,1,PKG,2549949,
3251809,14-Jul-2025,IR/50657/25-26,,BKK1237193,Home,15,PLT,LED0125060127,
3250505,14-Jul-2025,IR/50658/25-26,,"BKK1237194, BKK1237196",Home,221,PLT,"LED0125060128, LED25060005",
3111902,07-Jul-2025,IR/50659/25-26,4840720315,60738474553,Home,2,PKG,250621321,
3137781,08-Jul-2025,IR/50660/25-26,G222175,61844500842,SEZ-Z,1,PKG,6945050,
3137859,08-Jul-2025,IR/50661/25-26,8WV2037,61844500842,SEZ-Z,1,PKG,6943805,
3137902,08-Jul-2025,IR/50662/25-26,8WV2038,61844500842,SEZ-Z,2,PKG,"6943806, 6943807",
3122594,08-Jul-2025,IR/50663/25-26,G189958,17610885464,SEZ-T,1,PKG,6875317,
3238253,14-Jul-2025,IR/50664/25-26,412656631,15705797400,SEZ-T,1,PKG,MTT-158809,
3238252,14-Jul-2025,IR/50665/25-26,412656630,15705797400,SEZ-T,1,PKG,MTT-158808,
3260660,15-Jul-2025,IR/50666/25-26,G178623,61841617450,SEZ-T,1,PKG,6943164,
3385564,21-Jul-2025,IR/50667/25-26,G178684,61841617450,SEZ-T,4,PKG,6941467,
3176212,10-Jul-2025,IR/50668/25-26,BKKS2500315,GOSUBKK80397961,Home,"2,024",CTN,"15271236-1, 15274335-1, 15274360-1, 15274375-1, 15274390-1, 15274698-1",
3385641,21-Jul-2025,IR/50669/25-26,G178761,61841617450,SEZ-T,2,PKG,6941449,
3112758,07-Jul-2025,IR/50670/25-26,882312544555,02357350731,Home,4,PKG,TR0002851691,
3208129,11-Jul-2025,IR/50671/25-26,ORD0619079,HLCUBSC2505BJTQ7,Home,40,PLT,0620173686,
3367949,19-Jul-2025,IR/50672/25-26,,HOEG3R50BRMU0101,Home,3,UNT,"1003917911, 1003925372, 1003932492",
3369206,19-Jul-2025,IR/50673/25-26,,HOEG3R50BRMU0102,Home,2,UNT,"1003873555, 1003874794",
3370386,19-Jul-2025,IR/50674/25-26,,HOEG3R50SOMU2101,Home,10,UNT,"1230388957, 1230389766, 1230389715, 1230389613, 1230389577, 1230389575, 1230389440, 1230389401, 1230389975, 1230389955",
3368395,19-Jul-2025,IR/50675/25-26,,HOEG5F20XVMU0001,Home,2,UNT,"1004050700, 1004050697",
3372108,19-Jul-2025,IR/50676/25-26,,HOEGOV79BRMU0101,Home,11,UNT,"1003953141, 1003967417, 1003965471, 1003974710, 1003970317, 1003976834, 1003976652, 1003987179, 1003983411, 1003988620 ...+1 more",
3370164,19-Jul-2025,IR/50677/25-26,,HOEGOV79BRMU0102,Home,11,UNT,"1003953620, 1003966523, 1003969055, 1003982952, 1003992380, 1003991998, 1003991719, 1003990560, 1003990254, 1003989575 ...+1 more",
3364219,19-Jul-2025,IR/50678/25-26,,HOEGOV79SOMU2101,Home,19,UNT,"1230389775, 1230389689, 1230389657, 1230389655, 1230389633, 1230389535, 1230389533, 1230389505, 1230390095, 1230390088 ...+9 more",
3208126,11-Jul-2025,IR/50679/25-26,ORD0619082,HLCUBSC2505BJWH0,Home,40,PLT,0620168639,
3188660,11-Jul-2025,IR/50680/25-26,S2501146783,SGNCB25018642,Home,4,PLT,"15276561-1, 15270686-3, 15277469-1",
3208123,11-Jul-2025,IR/50681/25-26,ORD0619077,HLCUBSC2505BHMZ2,Home,40,PLT,0620169751,
3131830,08-Jul-2025,IR/50682/25-26,42J0349709,16096801891,Home,3,PKG,250704397,
3209120,11-Jul-2025,IR/50683/25-26,ORD0619057,HLCUBSC2505BFTH7,Home,40,PLT,0620155286,
3140518,08-Jul-2025,IR/50684/25-26,S2501034267,OOLU8898901270,Ex-Bond,"1,011",CTN,"15271328-1, 15273297-1",
3140524,08-Jul-2025,IR/50685/25-26,S2501103471,ONEYPKGF33216500,Ex-Bond,"1,023",CTN,"15272944-1, 15273304-1, 15273305-1, 15273314-1, 15271343-2",
3124735,08-Jul-2025,IR/50686/25-26,250505810350,COSU6416213200,Ex-Bond,13,PLT,100023468,
3194354,11-Jul-2025,IR/50687/25-26,SHAAEB27444,17612344614,Home,1,PKG,0000406453,
3204276,11-Jul-2025,IR/50688/25-26,G233134,61844508321,SEZ-Z,5,PKG,6942831,
3204479,11-Jul-2025,IR/50689/25-26,G241683,61844508321,SEZ-Z,5,PKG,6938792,
3209119,11-Jul-2025,IR/50690/25-26,ORD0619080,HLCUBSC2505BJVO1,Home,40,PLT,0620168638,
3203647,11-Jul-2025,IR/50691/25-26,G233189,61844508321,SEZ-Z,5,PKG,"6938794, 6941505",
3209325,11-Jul-2025,IR/50692/25-26,ORD0619078,HLCUBSC2505BHLV3,Home,40,PLT,0620175702,
3340165,18-Jul-2025,IR/50693/25-26,S2501185907,61567823265,Home,1,PKG,CI300625(1),
3209160,11-Jul-2025,IR/50694/25-26,ORD0619062,HLCUBSC2505BGFI9,Home,40,PLT,"0620163086, 0620149670",
3175033,10-Jul-2025,IR/50695/25-26,,KMTCLCH5251033,Home,20,CRT,AK-2506-009,
3204632,11-Jul-2025,IR/50696/25-26,SIL20007522,ONEYRICFN2935700,Home,1,CRT,1621509,
3205071,11-Jul-2025,IR/50697/25-26,G233201,61844508321,SEZ-Z,5,PKG,"6942334, 6942602",
3220031,12-Jul-2025,IR/50698/25-26,S2501148798,045FX10756,Home,2,PLT,15275035-1,
3155593,09-Jul-2025,IR/50699/25-26,FRA27778080,02032853800,Home,1,PKG,99-00880944,
3256182,14-Jul-2025,IR/50700/25-26,S2501131784,ONEYTPEF51947900,In-Bond,1,PLT,15276643-1,
3174133,10-Jul-2025,IR/50701/25-26,S2501180806,02032919250,Home,22,PKG,99-00880685,
3179314,10-Jul-2025,IR/50702/25-26,G277192,50118036620,Home,10,PKG,5314396393,
3434599,23-Jul-2025,IR/50703/25-26,,S327583626,Home,27,UNT,"1338028644, 1338028645",
3433906,23-Jul-2025,IR/50704/25-26,,S327623479,Home,5,UNT,94029849,
3434313,23-Jul-2025,IR/50705/25-26,,S327623478,Home,1,UNT,94029850,
3436414,23-Jul-2025,IR/50706/25-26,,S327583639,Home,1,UNT,112423,
3174127,10-Jul-2025,IR/50707/25-26,S2501180812,02032919272,Home,22,PKG,99-00880687,
3174135,10-Jul-2025,IR/50708/25-26,S2501180807,02032919283,Home,22,PKG,99-00880686,
3170614,10-Jul-2025,IR/50709/25-26,AAI0034711,17602538244,SEZ-Z,5,PKG,6941446,
3177435,10-Jul-2025,IR/50710/25-26,AAI0034712,17602538255,SEZ-Z,4,PKG,"6941443, 6941448",
3169300,10-Jul-2025,IR/50711/25-26,SIN76029588,23210582655,SEZ-T,1,PKG,6943144,
3220046,12-Jul-2025,IR/50712/25-26,,DEBER2191701,Home,11,PKG,5314352581,
3165645,10-Jul-2025,IR/50713/25-26,FRA27778034,17604332145,Home,381,PKG,"99-00881068, 99-00881069, 99-00881070, 99-00881067, 99-00881071",
3165589,10-Jul-2025,IR/50714/25-26,S2501183591,02034275695,Home,11,PKG,"99-00881073, 99-00881255",
3192560,11-Jul-2025,IR/50715/25-26,,SINC27616,SEZ-Z,5,PLT,6881590,
3165583,10-Jul-2025,IR/50716/25-26,FRA27778130,02032851991,Home,619,PKG,"99-00881064, 99-00881249, 99-00881066, 99-00881247, 99-00881065, 99-00881252",
3192168,11-Jul-2025,IR/50717/25-26,,SINC27617,SEZ-Z,5,PLT,6942287,
3193094,11-Jul-2025,IR/50718/25-26,,SINC27615,SEZ-Z,5,PLT,6941562,
3200718,11-Jul-2025,IR/50719/25-26,,SINC27608,SEZ-Z,5,PLT,6881589,
3195534,11-Jul-2025,IR/50720/25-26,EIN0230713,15735720580,Home,5,PKG,TR0002860834,
3192758,11-Jul-2025,IR/50721/25-26,BTI00101222,60370277056,Home,1,PKG,TR0002859125,
3174130,10-Jul-2025,IR/50722/25-26,FRA27778129,02032853785,Home,10,PKG,99-00881375,
3181000,10-Jul-2025,IR/50723/25-26,S2501180802,02032919235,Home,22,PKG,99-00880683,
3181052,10-Jul-2025,IR/50724/25-26,S2501180804,02032919246,Home,22,PKG,99-00880684,
3177694,10-Jul-2025,IR/50725/25-26,S2501183592,72479775135,Home,19,PKG,99-00881256,
3314204,17-Jul-2025,IR/50726/25-26,,BKK1236233,Home,17,PLT,"LED0125060093, LED0125060094",
3293697,16-Jul-2025,IR/50727/25-26,,"BKK1236979, BKK1236980",Home,116,PLT,"LED0125060095, LED25060003",
3238221,14-Jul-2025,IR/50728/25-26,8WV2037,61844500842,SEZ-T,1,PKG,6943805,
3187314,11-Jul-2025,IR/50729/25-26,,EGLV130500029759,In-Bond,"2,211",CTN,"15270013-5, 15271479-2, 15271480-2, 15272866-2, 15272867-1, 15274550-1, 15273423-2, 15274871-2, 15274900-1, 15276738-1",
3321892,17-Jul-2025,IR/50730/25-26,MAD23518210,23530420762,Home,1,PKG,386197465,
3181399,10-Jul-2025,IR/50731/25-26,SIN20048904,61844492700,Home,2,PKG,"620438604, 127050-21458622",
3197503,11-Jul-2025,IR/50732/25-26,G265404,23509958572,Home,4,PKG,"395822187, 395822189, 395822191, 395822190",
3458917,24-Jul-2025,IR/50733/25-26,,HHSJ04960686,Home,169,PKG,AC78-00486,
3189524,11-Jul-2025,IR/50734/25-26,FRA27778079,17611991070,Home,177,PKG,99-00881072,
3313163,17-Jul-2025,IR/50735/25-26,SIN76029654,15701674024,SEZ-Z,4,PKG,"6942971, 6943104",
3313158,17-Jul-2025,IR/50736/25-26,SIN76029655,15701674024,SEZ-Z,1,PKG,6942845,
3198374,11-Jul-2025,IR/50737/25-26,G265121,23509958572,Home,8,PKG,"395822144, 395822145, 395822156",
3200997,11-Jul-2025,IR/50738/25-26,G295795,09876921714,Home,13,PKG,"395825777, 395825783, 395825784",
3217207,12-Jul-2025,IR/50739/25-26,HAJ00020647,60739826150,Home,1,PKG,65415605,
3217252,12-Jul-2025,IR/50740/25-26,,FRA1051301,Home,8,PKG,99-00874442,
3331591,18-Jul-2025,IR/50741/25-26,G231565,61841618835,SEZ-Z,2,PKG,6944286,
3199927,11-Jul-2025,IR/50742/25-26,882588670143,02358176241,Home,1,PKG,TR0002862014,
3253936,14-Jul-2025,IR/50743/25-26,,60738658852,Home,8,PKG,5314396409,
3235900,13-Jul-2025,IR/50744/25-26,,FRA1049914,Home,20,PKG,99-00874443,
3272605,15-Jul-2025,IR/50745/25-26,42J0349800,02033921716,Home,1,PKG,250707286,
3205373,11-Jul-2025,IR/50746/25-26,FRA27778136,17604332156,Home,165,PKG,"99-00881248, 99-00881250, 99-00881251, 99-00881273, 99-00881384, 99-00881385, 99-00881429",
3690728,05-Aug-2025,IR/50747/25-26,G222175,61844500842,SEZ-T,1,PKG,6945050,
3260661,15-Jul-2025,IR/50748/25-26,8WV2038,61844500842,SEZ-T,2,PKG,"6943806, 6943807",
3385643,21-Jul-2025,IR/50749/25-26,AAI0034711,17602538244,SEZ-T,5,PKG,6941446,
3244621,14-Jul-2025,IR/50750/25-26,G233123,17617661114,SEZ-Z,7,PKG,"6943883, 6943884",
3385646,21-Jul-2025,IR/50751/25-26,AAI0034712,17602538255,SEZ-T,4,PKG,"6941443, 6941448",
3242025,14-Jul-2025,IR/50752/25-26,G233194,17617661114,SEZ-Z,5,PKG,6942270,
3242104,14-Jul-2025,IR/50753/25-26,G233219,17617661114,SEZ-Z,5,PKG,6942269,
3325995,17-Jul-2025,IR/50754/25-26,G233204,17617661195,SEZ-Z,4,PKG,"6942271, 6942272",
3244617,14-Jul-2025,IR/50755/25-26,G231592,17617661114,SEZ-Z,1,PKG,6942842,
3244618,14-Jul-2025,IR/50756/25-26,G231588,17617661114,SEZ-Z,1,PKG,6942844,
3331590,18-Jul-2025,IR/50757/25-26,G231581,61841618835,SEZ-Z,1,PKG,6941719,
3331594,18-Jul-2025,IR/50758/25-26,G231563,61841618835,SEZ-Z,2,PKG,6945028,
3246260,14-Jul-2025,IR/50759/25-26,519285372CHI,17617160673,Home,1,PKG,24466,
3272609,15-Jul-2025,IR/50760/25-26,42J0351812,02033921904,Home,1,PKG,250708056,
3272613,15-Jul-2025,IR/50761/25-26,42J0351819,02033921904,Home,2,PKG,250708282,
3318793,17-Jul-2025,IR/50762/25-26,HAJ00020669,50180131483,Home,4,PKG,5314396626,
3274037,15-Jul-2025,IR/50763/25-26,OMA91000403,02016776664,Home,1,PKG,"0620455107, 0620455108",
3249308,14-Jul-2025,IR/50764/25-26,520944889CHI,17617160673,Home,6,PKG,24506,
3321700,17-Jul-2025,IR/50765/25-26,,BKKS2500295,Ex-Bond,"2,088",CTN,15276901-1,
3273379,15-Jul-2025,IR/50766/25-26,PIL18340,09877303030,Home,1,PKG,SI-0036199,
3331592,18-Jul-2025,IR/50767/25-26,G241655,61841618835,SEZ-Z,1,PKG,6886211,
3267684,15-Jul-2025,IR/50768/25-26,4840721030,60739389420,SEZ-Z,1,PKG,250706025,
3267315,15-Jul-2025,IR/50769/25-26,412656722,15705797481,SEZ-Z,1,PKG,MTT-158948,
3267421,15-Jul-2025,IR/50770/25-26,412656721,15705797481,SEZ-Z,1,PKG,MTT-158947,
3273386,15-Jul-2025,IR/50771/25-26,DXB250701862,09877395360,Home,1,PKG,25700153,
3317862,17-Jul-2025,IR/50772/25-26,HAJ00020666,50180131483,Home,1,PKG,5314396411,
3272652,15-Jul-2025,IR/50773/25-26,FRA27778400,02032855200,Home,8,PKG,"99-00881654, 99-00881990",
3313154,17-Jul-2025,IR/50774/25-26,4840721377,60739389523,SEZ-Z,2,PKG,250707092,
3277210,15-Jul-2025,IR/50775/25-26,S2501173310,CMBNHVEWSE26813,In-Bond,1,PLT,15275284-1,
3313157,17-Jul-2025,IR/50776/25-26,4840721378,60739389523,SEZ-Z,2,PKG,250707175,
3396117,21-Jul-2025,IR/50777/25-26,,SINC28058,SEZ-Z,6,PLT,"6942833, 6943871",
3275824,15-Jul-2025,IR/50778/25-26,9415662025FI,NOMAWB,Home,2,PKG,4504042,
3396857,21-Jul-2025,IR/50779/25-26,,SINC27950,SEZ-Z,2,PLT,6942779,
